awardnumber,organization,name,title,abstract,section,review_section,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41,keyword42,keyword43,keyword44,keyword45,keyword46,keyword47,keyword48,keyword49,keyword50,keyword51,keyword52,keyword53,keyword54,keyword55,keyword56
18H02225,中央大学,海部 健三,耳石安定同位体比を利用したニホンウナギの天然加入個体／放流個体の分布状況の解明,複数の水系より入手したニホンウナギについて、耳石の酸素・炭素同位体分析を行い、判別モデルを用いて天然加入個体と放流個体の識別を行なった。既往研究のデータと合わせ、青森県から鹿児島県に至る17府県21水系について、放流個体／天然遡上個体の割合を明らかにした（876個体）。放流個体の割合は0.0%から100.0%と幅広く、全体では41.4%を占めた。この結果をもとに、天然個体の割合が高い水域において漁獲データを収集し、より正確な個体群動態の把握を試みたところ、それらの水域における天然のニホンウナギの減少が確認された。,基盤研究(B),小区分39060:生物資源保全学関連,ニホンウナギ,放流,耳石,安定同位体比,安定同位体,資源保全,ウナギ,資源動態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H02224,大阪市立大学,伊東 明,無性生殖で殖える外来植物の分布拡大過程：日本の雑種タンポポをモデルケースとして,無性生殖で増える外来のセイヨウタンポポと有性生殖種の在来タンポポの間にできた雑種タンポポの日本における定着・拡大過程の解明を目指い多。多くの雑種が見られる西日本とまだほとんど雑種が見られない北海道を調査地とし、(1)西日本での雑種タンポポの10年間の変動、(2)雑種の形成地域と移動経路の推定、(3)北海道における雑種タンポポの分布状況、(4)栽培実験による雑種クローンの環境適応の検証を行った。その結果、雑種タンポポは、日本国内の様々な地域で繰り返し形成され、新しい環境に適応した雑種が無性的に増えることで分布を拡大してきたと推定された。,基盤研究(B),小区分39060:生物資源保全学関連,外来種,侵略的外来生物,雑種,無性生殖,タンポポ,侵略的外来植物,無融合生殖,侵略的外来種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H02223,名古屋大学,肘井 直樹,人工林生態系保全の一方策－森林性鳥類の定着による多様性向上と生態系機能の強化－,広葉樹パッチが残存する50年生スギ人工林内に巣箱を設置し，営巣したカラ類３種の採餌生態，繁殖生態，定着度を明らかにした。いずれの種も，鱗翅目・膜翅目幼虫のほか直翅目昆虫を，またヒガラは，スギ林内にも多いクモ類も比較的多く利用していた。ヒガラは，スギ林内において餌選択，採餌場所の柔軟性が高い一方，ヤマガラは鱗翅目・膜翅目幼虫への依存度が高く，それらの豊富な広葉樹パッチが極めて重要な採餌場所となっていることが示された。本研究は，鳥類の繁殖に必須の要素である営巣場所と採餌場所を，巣箱と広葉樹パッチという形で補うことにより，重要な捕食者でもあるカラ類が，人工林内でも持続的に繁殖できる可能性を示した。,基盤研究(B),小区分39060:生物資源保全学関連,カラ類,森林性鳥類,スギ人工林,広葉樹パッチ,生物多様性,繁殖生態,採餌生態,営巣場所,針葉樹人工林,人工林,シジュウカラ科鳥類,密度調節機能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H02222,静岡大学,原 正和,超低温保存が可能な種子における天然変性蛋白質の卓越した保護活性の分子機構,種子の保存性に関与する天然変性タンパク質デハイドリンに着目し、超低温保護作用のメカニズム解明に取り組んだ。さらに、デハイドリンとは異なる天然変性タンパク質としてダイコンからRVCaBを分離精製し、超低温保護活性を見出して活性セグメントを同定した。その結果、両天然変性タンパク質の作用機構に共通点を見出し、従来の作用モデルを補完する新たなモデルを提案した。天然変性タンパク質には多様な分子種が存在し、それぞれが植物の生育やストレス耐性に重要な役割を担っている可能性が示唆される。,基盤研究(B),小区分39060:生物資源保全学関連,超低温保存,タンパク質保護,天然変性タンパク質,デハイドリン,蛋白質保護,天然変性蛋白質,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H02221,横浜国立大学,佐々木 雄大,湿原植物群集の過去50年間の多様性の変化と絶滅の負債の定量化に基づく保全策の提案,本研究では、青森県八甲田山系に多数点在する湿原群を対象に、植物相調査、環境要因調査、植物の機能形質（葉の面積や重量、化学組成など）の調査を行った。,基盤研究(B),小区分39060:生物資源保全学関連,生物多様性保全,絶滅の負債,機能的多様性,遺伝的多様性,景観変化,分断化,生物多様性,空間生態学,種多様性,古環境復元,生態系保全技術,生態系サービス,ランドスケープフェノロジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H02220,東京大学,宮下 直,作物生産と訪花者の相互依存性から探る生態系サービスと生物多様性のシナジー,本研究では、ソバの送粉サービスの持続性と農地景観に生息する絶滅危惧種ミヤマシジミの保全の両立を可能にする局所環境と景観環境を明らかにした。ソバの送粉サービスを支える昆虫類とミヤマシジミは、ともに農地周辺の畦畔や土手に草地を重要な生息地としており、①草地の空間的な連結性が重要であること、②草刈り頻度は年2回程度に抑え、③ミヤマシジミの幼虫期には控えること、また④ソバの開花前1か月程度の草刈りを控えること、という条件が揃えば、ミヤマシジミのメタ個体群を保全しつつ、ソバの結実を高めることが可能であることを明らかにした。,基盤研究(B),小区分39060:生物資源保全学関連,送粉サービス,農地景観,草原生態系,メタ個体群,応答多様性,ソバ,ミヤマシジミ,絶滅危惧種,アリ共生,センチュウ寄生,送粉効率,非栄養的影響,生物多様性,時空間変動,草地管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H02219,筑波大学,今 孝悦,海洋酸性化に対する生物群集の応答評価：直接効果と間接効果の統合理解,本研究は、CO2シープ（海底からCO2が噴き出し、天然の生態系全体が既に酸性化している海域）を用いて、海洋酸性化に対する生物群集の応答を評価することを目的としている。CO2シープ海域では、石灰質の貝殻をもつ貝類などの個体数や種数が減少しており、さらに、そうした貝殻を利用するヤドカリ類の個体数や多様性も減少していた。ヤドカリ類の個体数減少は、利用可能な貝殻量が減ることによって間接的にもたらされ、種多様性の低下は、酸性化に脆弱な種が幼生期に減耗することで直接的に引き起こされることが示唆された。,基盤研究(B),小区分39060:生物資源保全学関連,海洋酸性化,二酸化炭素,CO2シープ,群集,間接効果,生物群集,直接効果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H02218,北海道大学,揚妻 直樹,人為的撹乱が野生動物に及ぼす影響の総合評価：そのメカニズムの解明に向けて,野生動物に対する人為的攪乱の影響を複数の観点から評価する初めての試みを行った。屋久島のニホンジカを対象に駆除圧や交通量・人の入込などの人為的攪乱の大きな大川地域と矢筈地域、攪乱の小さな世界遺産地域内の西部地域で比較した。低攪乱地の西部と比べ、高攪乱地の大川では消化管寄生虫である原虫類の検出率が高く、矢筈ではストレスホルモン濃度が高いことが示された。一方、蠕虫類の検出率や食物の質、腸内細菌叢は高攪乱地と低攪乱地で明瞭な差が見られなかった。近年、低攪乱地である西部地域では、自然環境要因と考えられる個体数の減少が起きており、そのため高攪乱地とはっきりした違いがみられなかったのかもしれない。,基盤研究(B),小区分39060:生物資源保全学関連,人為的攪乱,野生動物,ストレス,食物の質,腸内細菌,寄生虫,駆除,保護管理,人為的影響,ストレスホルモン,腸内細菌叢,非侵襲的手法,シカ,糞,行動,生態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19H02980,国立研究開発法人森林研究・整備機構,Worth James,Genetic integrity and potential of cold climate forest southern edge populations in Japan,This study will elucidate the genetic value of isolated southern edge populations of 13 cold adapted plant species in Japan in terms of (1) their contribution to the total species gene pool of both neutral and putatively adaptive genetic variation and (2) the magnitude of evolutionary divergence from the core range while also (3) providing crucial information on the threats to southern edge populations including the genetic consequences of small population size and possible introgression.,基盤研究(B),小区分39060:生物資源保全学関連,Phylogeographic break,Chloroplast 'mining',Subalpine forests,Southern edge,Conservation genetics,phylogeography,southern edge population,subalpine forests,MIG-seq,whole chloroplast,NGS,genetic integrity,southern edge,Southern edge forests,Genetic integrity,cold climate forests,Japanese archipelago,global warming,genetic stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19H02979,大阪府立大学,平井 規央,ポリネーターの衰退による間接的なチョウ類の絶滅－草原性昆虫保全の新たな視点,本研究では、大きな環境の変化がないにもかかわらず、急激に地域絶滅が加速している草原性のチョウ、ヒメシロチョウを主要な対象とし、本種の個体群絶滅が食草のツルフジバカマの衰退によるもので、それはポリネーターであるハナバチ類の欠如に起因する、という仮説を検証して、残存個体群の絶滅を防ぐことを目的とした調査実験を行う。野外調査と遺伝子解析を並行して行い、両者の結果を照合してチョウ類の減少とハナバチ類の授粉との因果関係を解明する。,基盤研究(B),小区分39060:生物資源保全学関連,ヒメシロチョウ,保全,草原性,マイクロサテライト,遺伝的多様性,ポリネーター,絶滅危惧種,チョウ類,草原性チョウ類,マイクロサテライトマーカー,ツルフジバカマ,結実率,生活史,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
