awardnumber,organization,name,title,abstract,section,review_section,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41,keyword42,keyword43,keyword44,keyword45,keyword46,keyword47,keyword48,keyword49,keyword50,keyword51,keyword52,keyword53,keyword54,keyword55,keyword56
18K19251,日本工業大学,清水 博幸,雷撃の衝撃波による椎茸発生メカニズム解明と栽培促進技術の確立,落雷が多く発生するとシイタケが多く発生することは、農家では経験的に知られていた。しかし、榾木へ直撃するすることは稀である。本研究では、落雷時に発生する衝撃波（音圧）に着目し、音圧刺激を榾木に印加することによるシイタケ子実体の発生への影響について検討を行った。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,シイタケ,音圧,インパルス電圧,衝撃波,シイタケ栽培,振動,椎茸栽培,椎茸,栽培促進技術,雷撃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19250,九州大学,北野 雅治,植物生産場におけるInternet of Plants（IoP）の実現と機能化,作物生産現場の作物生理生態の時空間変動情報の可視化，共有化，機能化を，インターネットを介して可能にする仕組みとしてInternet of Plants (IoP) を提唱し，作物生理生態情報およびAIの学習機能を生産現場で合理的に活用できるIoPの実験基盤を構築した．さらに，農業研究機関に蓄積されている過去の精密な生育調査等の情報群の可視化によって，作物生理生態と栄養成長，生殖成長，収穫（収量，収穫時期）との関係性の可視化を可能にし，成長や収穫（収量・時期）等の予測や調節を可能にするアルゴリズムの基本型を提案した。これらの成果を，原著論文8報，学会発表27件で積極的に発表した．,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,農業環境・情報工学,Internet of Plants,植物環境系輸送プロセス,動的作物モデル,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19249,神戸大学,井原 一高,ナノ表面制御による乳タンパク質汚れの定置洗浄(CIP)における環境負荷削減,"牛乳のような液体食品の加工において，ステンレスパイプ内表面に汚れが付着しやすいことから，定置洗浄 (Cleaning-in-place, CIP)が用いられる。本研究では，ステンレスパイプの内表面の平滑化が，乳タンパク質の洗浄性や洗浄プロセスに消費されるエネルギーに与える影響について調べた．表面を0.01μm Raに平滑化したステンレスパイプを用いた場合，洗浄開始直後から汚れ脱離量が増加し最終脱離率が向上した。洗浄液が35°Cの場合，表面平滑化によるエネルギー低減が観察された。牛乳汚れの脱離率が0.8に達した時，サニタリーパイプと比べ消費エネルギーは37.1％削減された．",挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,牛乳汚れ,洗浄,表面粗さ,CIP,環境負荷,乳タンパク質,ステンレスパイプ,消費エネルギー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19248,神戸大学,澤田 豊,構造物の壊し方をデザインすることで減災は可能か？,豪雨や津波など水による侵食や洗掘で土構造物が破壊される事例は多い．本研究では，ため池と海岸堤防を対象に新たな侵食・洗掘対策法を考案するとともに，地盤の一部を意図的に侵食させること（侵食の促進）による減災の可能性を各種実験により検証した．その結果，地盤の一部を水中比重の小さい材料に置換することで，侵食が促進された．また，侵食促進により海岸堤防背後に窪地を形成することで水平方向の流速が低下した．ため池の天端に高低差を設けた条件で実施した越流実験では，法面の侵食は先行する上部の侵食痕や石や根の存在により複雑に進展するため，天端の起伏だけで侵食を制御することは困難であることがわかった．,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,ため池,海岸堤防,減災,侵食,洗掘,洪水,津波,越流,ため池堤体,侵食促進,侵食抑制,堤防,軽量地盤材料,豪雨,模型実験,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19247,京都大学,仙田 徹志,農林業センサスの高度利用に向けた基盤形成－匿名データと疑似データの開発を中心に－,本研究の目的は、農林業センサスの複数年次のミクロデータからの匿名データならびに、一般に配布可能な疑似データの作成技法を検討し、データ利用上の問題点を明らかにすることである。本研究の遂行の結果、疑似データについては、符号表をもとに、データ配列を再現できる疑似データセットを作成することができた。また、匿名データについては、近年の法人経営の規模拡大を鑑み、トップコーディングにともなう情報量の減少について、都道府県ならびに市町村で検討した。その結果、トップコーディングにより、当該経営自体の数値が大幅に変化することや、データの利用が困難になる市町村が多数発生することが明らかとなった。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,ミクロデータ,農林業センサス,疑似データ,高度利用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19246,東京大学,鈴木 宣弘,不完全競争空間均衡モデルを用いた酪農フードシステムの構造推計,生乳の調達から飲用乳製品販売のフードシステムにおける不完全競争構造を踏まえて、構造モデルの推定と、空間均衡モデルを用いた市場条件の変化の影響シミュレーションを行った。双方寡占の理論モデルと、寡占を組み込んだ空間均衡モデルを構築し、また、コブ・ダグラス型の供給関数について新しい解法を提案した。この解法はこれまでの複数の主体間で最終的に成立すると考えられる均衡状態を数学的な均衡条件として定式化する方法ではなく、複数の主体の具体的な活動内容やその相互作用の時間的な変化をシミュレーション分析によって辿り、その誤差が一定の範囲内に収束した状態をとする手法である。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,不完全競争,空間均衡,酪農業,双方寡占,不完全競争空間均衡,貿易,二重構造寡占,シミュレーション,逐次解法,酪農,フードシステム,空間計量経済学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19245,筑波大学,水谷 孝一,クラウド型音響識別法を用いる広域施設園芸用病害虫セキュリティプラットホームの創成,「クラウド型音響識別法を用いる広域施設園芸用病害虫セキュリティプラットホームの創成」を研究の目的として、(I)コア技術の構築、(II)システムの実装、(III)園芸施設での実証研究を、4年間（COVID19により１年間延長）で実施した。(I)コナジラミ類の交信音と配偶行動との関係を確認するとともに、(II)小型の防音箱を試作して屋外でもコナジラミ類の微小音を取得するシステムを構築し、(III)深層学習によるコナジラミ類の種およびバイオタイプの判別を行う事が出来た。COVID19の影響により当初計画していた園芸施設における従来法との比較研究ができなかったものの、研究の目的を達成する事が出来た。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,コナジラミ類,バイオタイプ,発生音,深層学習,デジタルトランスフォーメーション,植物保護,クラウド,プラットホーム,コナジラミ,音響,識別法,識別,スマート農業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19244,岩手大学,廣田 純一,農山漁村集落の持続的発展における拡大コミュニティの形成に関する計画論的研究,定住者とその地域に関わりや関心を持つ非定住者でつくる「拡大コミュニティ」の実態と持続性について、以下の知見を得た。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,拡大コミュニティ,地域コミュニティ,関係人口,関心人口,地域運営,地域の課題解決,人口減少社会,農業集落,農山漁村,交流人口,人口減少,集落の持続性,地域課題解決,過疎化,集落,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K19243,北海道大学,澤内 大輔,農山村の環境・資源保全にむけた新たな政策デザイン,農山村における環境・資源の保全に対するニーズに対応するため、本研究ではこれまでの我が国の農業環境政策には見られない新たな政策デザインを検討することを目的とした。検討のために、これまでに実施してきた政策が、農家にどのような影響を及ぼしてきたのかを多面的に評価した。研究の成果は、国際学会誌をはじめとして公表することができた。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,農業政策,環境政策,農業環境政策,農業経済,環境,資源,政策,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19K22351,東京農業大学,足達 太郎,福島の森林林床における放射性物質の残存状況モニタリング手法の構築,福島の森林には、いまなお多量の放射性セシウム（Cs）が残存しており、これを人為的に除去することは容易ではない。広大な面積の除染には膨大なコストがかかり、拙速な実施は生態系の破壊をまねくおそれがある。そこで本研究では、おもに森林内に生息する節足動物を指標とし、腐食者や捕食者から検出される放射性Cs濃度から、林床に集積した放射性Csの残存量と分布を推定する方法を確立する。高濃度に汚染された土壌などにふれることなく、簡便かつ安全な手法を確立することによって、生態系に配慮した除染計画の策定を実現するとともに、住民の帰還や生業の再開など、将来の生活設計をおこなうための一助となることが期待できる。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,原発事故,福島,放射性セシウム,生物指標,モニタリング,生食連鎖,腐食連鎖,セシウム137,コバネイナゴ,土壌,食草,移行係数,東京電力福島第一原子力発電所事故,節足動物,植物,移行,森林,中山間地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19K22350,東京農業大学,内山 智裕,農業経営の倒産事例からみた経営体質強化策の構築,近年の我が国における農業経営は大規模化・高度化が進んでいるが，農業経営が発展するほど倒産リスクも複雑化し，経営安定をめざす財政支援だけでは解決しがたい。,挑戦的研究(萌芽),中区分41:社会経済農学、農業工学およびその関連分野,農業経営,倒産,廃業,継承,再生,清算,M＆A,信用情報,信用調査,事例分析,事業再生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
