awardnumber,organization,name,title,abstract,section,review_section,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41,keyword42,keyword43,keyword44,keyword45,keyword46,keyword47,keyword48,keyword49,keyword50,keyword51,keyword52,keyword53,keyword54,keyword55,keyword56
20K20524,大学共同利用機関法人高エネルギー加速器研究機構,山本 樹,誘電体微細構造によって波面変調したレーザー電磁場を用いたアンジュレータ極短周期化,アンジュレータは周期磁場を生成し、それを通過する電子と周期磁場との相互作用によって、輝度と単色度および空間指向性の高い放射光を発生する、放射光施設における主要な光源装置である。本研究では、通常は静磁場である上記周期磁場をレーザー電磁場によって置き換えることで、これまで数10mmだったアンジュレータ磁場周期長を0.1mm程度に著しく短縮する。このために、短・長二重の微細周期構造を持つ誘電体にレーザー平面波を照射し、波面変調を行う。短周期構造（レーザー波長と同一長）による波面変調の位相を、長周期構造（アンジュレータ周期長に相当）毎に反転させて、電子に周期的相互作用を与える方法を開発する。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,極短周期アンジュレータ,誘電体微細構造,レーザー波面変調,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20K20523,東北大学,高橋 幸生,シングルショットＸ線タイコグラフィによる放射光動画撮像の革新,Ｘ線は高い透過力を有するため、バルクに埋もれた微細構造を非破壊で可視化するプローブとして有用であり、近年、放射光の高輝度Ｘ線を活用したＸ線顕微法が様々な学術領域で利用されている。しかしながら、ナノスケールでの微細構造が時々刻々変化する様子を動画として捉えるＸ線顕微法は未だ確立されておらず、時間分解能を大幅に向上させるブレークスルーが必要であった。本研究では、未踏であるシングルナノメートルの空間分解能と数秒の時間分解能を併せ持つ放射光動画撮像法を第三世代放射光施設SPring-8で実証し、次世代放射光施設における動画撮像の革新へと繋げる。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,放射光,コヒーレント回折イメージング,位相回復,X線,可視化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20K20426,東京大学,山田 弘司,磁場閉じ込めプラズマにおける存続時間及び突発破壊現象の統計的因果探索,本研究の目的はデータ駆動型アプローチにより、核融合エネルギーの実現を目指した磁場閉じ込めプラズマの挙動について、要素還元によるモデル化や統計回帰解析による帰納的な推定を越えた発見的な仮説を提案することである。1億℃にもなる超高温プラズマは乱流や電磁流体力学不安定性が、時空間スケールの階層を越えて相乗する非平衡開放系の典型である。このようなプラズマを対象として、状態の存続時間及びその存続を突発的に破壊する現象の予知に焦点を当てる。統計的因果探索を機械学習を軸として進め、突発破壊現象の予知につながる仮説を導く。その仮説のモデル化により安定な運転制御の提案を行う研究である。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,磁場閉じ込めプラズマ,放射崩壊,ディスラプション,サポートベクターマシン,全状態検索,スパースモデリング,異常検知,機械学習,全状態探索,突発破壊現象,運転限界,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21K18149,国立研究開発法人量子科学技術研究開発機構,桐山 博光,パワーレーザーの新パラダイム創成を目指した時空間分割受動コヒーレント結合法の確立,これまで各研究機関においてコヒーレントビーム結合が研究されてきたが、これを実現するのは簡単ではない。多数の増幅ビームを結合する手法が検討されてきたが、各ビーム光路を能動的に超精密に合わせたとしても、各ビーム波面は同じにならない。そのため、波面合成後にも時間空間強度変調の影響は残留し、ビーム結合効率の大きな低下をもたらす。この問題を解決するため、本研究では各ビームの波面、即ち位相が受動的に一致するコヒーレント結合系を開発する。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,レーザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21K18148,国立研究開発法人量子科学技術研究開発機構,鹿園 直哉,熱スパイクによって誘起される分子運動およびその生物作用の解明,量子ビームによって付与されるエネルギーの大半は熱に変換され局所的な高温状態（熱スパイク）が生じる。熱スパイクは生物作用に関与しないと一般的に考えられてきたが、その根拠は十分とは言い難い。本研究では、量子ビームによって誘起される熱スパイクに由来する圧力波がDNAに作用し、生物作用を左右する可能性を調べる。本研究は、量子ビーム生物作用の原因として電離・励起に加え新たなメカニズムを提唱する点で極めて独創的かつ挑戦的である。一方で、本研究の推進は、がん治療における患部への重粒子イオン照射をリアルタイムで観測する新規技術確立につながるため、治療の高度化に極めて大きな貢献をすることが期待できる。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,量子ビーム,熱スパイク,水の密度変化,シミュレーション,DNA損傷,イオンビーム,分子運動,生物作用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22K18272,核融合科学研究所,小林 政弘,放射光源と磁場閉じ込め装置を用いた宇宙生命起源の探求と核融合科学の新展開,本研究では、放射光源と磁場閉じ込め装置を用いて光電離プラズマを生成・維持し、星間プラズマを模擬する新手法を提案する。これによって星間空間における複雑有機物の生成過程およびそのホモキラリティ－の起源に対して、プラズマ中の電磁場が与える影響を考慮した新たなメカニズムを探求する。また光が核融合炉ダイバータにおける原子・分子過程に与える影響を調べるとともに、光による原子・分子過程の制御に挑戦する。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,宇宙生命起源,対称性の破れ,キラリティ,核融合プラズマ,星間プラズマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23K17305,国立研究開発法人理化学研究所,木村 直樹,多価イオンマイクロ波分光学の開拓,世界的にも殆ど手付かずの実験研究課題となっている「多価イオンマイクロ波分光」を実現することを目指す。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,多価イオン,マイクロ波分光,多価イオンレーザー分光,電子ビームイオントラップ,準安定状態,時間分解プラズマアシストレーザー分光,異重項間遷移確率,プラズマアシスト・レーザーマイクロ波二重共鳴分光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K21199,国立研究開発法人理化学研究所,井上 伊知郎,回折現象の非線形性を利用したX線レーザーのパルス圧縮,本研究では、X線自由電子レーザーのパルス圧縮を実現する。X線は非線形感受率が非常に小さく、実用的な非線形光学素子がこれまで存在しなかった。本研究では、非線形感受率を直接利用するのではなく、X線が引き起こす物質へのダメージ（電子励起・構造変化）を利用した回折光学素子を作成し、X線自由電子レーザーの短パルス化および高強度化を実現する。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,X線自由電子レーザー,パルス圧縮,非線形回折,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K21198,滋賀県立大学,酒井 道,プラズマ現象と強化学習法のモデル親和性と融合が生み出す一体系,実験室プラズマと計算機アルゴリズムの強化学習法の間で、異分野融合研究を実施する。一般的な強化学習モデルとプラズマ現象の物理・化学的側面の間には、共通性が多く存在することがわかってきている。本研究では、まずその共通性について吟味して内容をまとめる。次に、プラズマ現象の高速性を活用したプラズマ－強化学習融合型のアナログコンピューティング手法を確立する。そして、弱電離プラズマ現象の出力に対する逆問題を、強化学習モデルを用いた能動的探索により解き、機能性出力につながる機序を効率よく解明する。このように異分野の知見を融合し、新たなプラズマデザイン法の確立と、新たな物理由来計算法の開発を行う。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,弱電離プラズマ,強化学習,アナログコンピューティング,逆問題,ルート探索解法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25K21666,国立研究開発法人理化学研究所,玉作 賢治,空間自由度のプログラマブル制御によるX線波動場の新規利用開拓,本研究では、X線のビームパターンを自在に操る空間変調器の研究開発を行い、それを活用した低線量のシングルピクセルイメージングの実現を目指している。このために、X線空間変調器の生成するパターンを正確かつ安定にするとともに、視野の拡大と高速パターン切替を実現する。X線シングルピクセルイメージングでは、圧縮センシングの適用やパターンを動的に最適化することで、従来法に比べて低線量のX線イメージングを実現する。,挑戦的研究(開拓),中区分14:プラズマ学およびその関連分野,X線光学,空間変調器,シングルピクセルイメージング,圧縮センシング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
