awardnumber,organization,name,title,abstract,section,review_section,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41,keyword42,keyword43,keyword44,keyword45,keyword46,keyword47,keyword48,keyword49,keyword50,keyword51,keyword52,keyword53,keyword54,keyword55,keyword56
18K06439,国立研究開発法人農業・食品産業技術総合研究機構,中川 博之,アワノメイガ幼虫によるカビ毒産生糸状菌の体内保持・拡散機構の解明,トウモロコシ圃場におけるフモニシン産生菌の拡散にアワノメイガ幼虫が寄与する可能性を調べるために、トウモロコシ圃場で採取したアワノメイガ幼虫体内と糞からフモニシン産生菌（Fusarium属菌）が分離されるかを調べた。アワノメイガ幼虫由来の腸管部位試料、および糞試料から糸状菌が分離されたため、分子生物学的手法により同定を行ったところFusarium属菌が含まれることが確認された。また機器分析（LC-MS/MS法）によりこれらのFusarium属の一部がフモニシンを産生することを確認した。,基盤研究(C),小区分45040:生態学および環境学関連,カビ毒,フモニシン,アワノメイガ,トウモロコシ,質量分析法,Fusarium,糸状菌,フザリウム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06438,国立研究開発法人森林研究・整備機構,大西 尚樹,景観遺伝学的解析をもちいたツキノワグマの遺伝構造を形成する環境要因の解明,本州東部で連続的に分布しているツキノワグマにおいて、その遺伝構造がどのように作られているかを明らかにしました。一般的に、動植物の遺伝構造は個体間の地理的な距離が離れるほど遺伝的距離（遺伝的な違い）も大きくなることが知られていました。しかし、ツキノワグマでは地理的な距離に加え、地形の起伏の大きさや、住宅地および農地といった人工的な土地利用形態がクマの移動の抵抗となって遺伝的な違いをもたらしていることがわかりました。,基盤研究(C),小区分45040:生態学および環境学関連,ツキノワグマ,遺伝構造,景観遺伝学,景観生態学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06437,国立研究開発法人森林研究・整備機構,伊藤 江利子,大径木択伐から始まる熱帯林の土壌劣化パターンと植生回復の関係,森林劣化が進行する熱帯季節林における択伐後の植生回復可能性を評価するため、カンボジア中央部の低地常緑林において伐採後10年が経過した択伐跡地の土壌理化学性と植生回復状況を調査した。伐採時の地表攪乱および林床への有機物供給と択伐跡地の土壌理化学性の関係を検討した結果、伐採時の攪乱が小さく林床有機物が継続的に供給された区域では土壌化学性における劣化が抑えられていた。大径木伐採時における前生稚樹の保護が、択伐後の土壌劣化抑止と植生回復可能性の向上に寄与することが示された。,基盤研究(C),小区分45040:生態学および環境学関連,土壌劣化,植生回復,季節性熱帯林,違法択伐,有機物分解,カンボジア,熱帯林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06436,公益財団法人山階鳥類研究所,森本 元,構造色由来の色彩個体差の発生機構~性選択における構造色の意味を探る~,動物の外見は個体間相互作用の信号として機能する。特に色は個体の質を表す視覚信号の一つであり、多くの動物において個体間闘争やつがい形成などに用いられていることが広く知られている。中でも鳥類はその視覚能力の高さと相まって、外見の色の多様さやその機能の研究が進んだ分類群である。その色彩は機能だけでなく発色メカニズムも多くの研究者の注目を集めてきた。カロテノイドやメラニンといった色素色、羽毛の内部微細構造によって生じる光学現象である構造色は、鳥類の羽毛における主要な発色メカニズムである。色素色に比べると未だ未知の領域が多い構造色について、本課題では個体差が生じる仕組みを検討する研究を実施した。,基盤研究(C),小区分45040:生態学および環境学関連,構造色,羽毛,鳥類,発色,視覚信号,色彩,発色機構,性選択,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06435,大阪大谷大学,見坂 武彦,渡り鳥を介した抗生物質耐性菌の拡散メカニズム,次世代シーケンサーを用いたメタゲノム手法と培養法を併用して、渡り鳥の糞に含まれるコリスチン耐性菌、一般細菌群集組成、食した餌の種類の経時的変化を調べ、コリスチン耐性菌の群集構造と食性との関連を解析した。冬季に大阪府北部に飛来したヒドリガモでは、日本に飛来した12月から3月の間に耐性大腸菌群および耐性遺伝子mcr-1が経時的に減少した。特定の植物の摂取と耐性菌数が負の相関を示した。また、夏季に北海道で繁殖し冬季に本州以南に飛来するオオセグロカモメとウミネコでは、少なくても育雛期にはコリスチン耐性大腸菌およびmcr-1を保有している個体が存在した。特定の餌の摂取と耐性菌数が正の相関を示した。,基盤研究(C),小区分45040:生態学および環境学関連,渡り鳥,抗生物質耐性菌,コリスチン,カモ,カモメ,耐性菌,抗菌薬,海鳥,腸内細菌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06434,名城大学,上船 雅義,ゼニゴケの植食者に対する多様な防衛能とそのメカニズムに関する研究,ゼニゴケの直接防衛と間接防衛に関して調べ、維管束植物と比較した。ゼニゴケは、チョウ目幼虫に対して発育阻害の効果は低いが高い蛹化阻害効果を有していた。植食者に食害を受けたゼニゴケの匂いは、維管束植物同様に植食者種特異的なものであり、植食者忌避能と天敵誘引能を有していた。ゼニゴケには接触によるふ化抑制能が存在したが、維管束植物でもふ化抑制能が確認された。ゼニゴケは維管束植物同様に匂いで植物間コミュニケーションを行い植食者に対する防衛を向上させた。また、これらゼニゴケの防衛にはOPDAが広く関与していることも明らかとなった。さらに、ゼニゴケは、チョウ目幼虫によって分布拡大している可能性が示された。,基盤研究(C),小区分45040:生態学および環境学関連,植物防衛,ゼニゴケ,直接防衛,間接防衛,植物間コミュニケーション,害虫忌避,繁殖抑制,発育阻害,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06433,早稲田大学,友常 満利,バイオチャーが森林生態系の有機物堆積層の構造と機能に与える影響,地球温暖化の効果的な対策の一つとして、森林生態系へのバイオチャー散布が注目されている。本研究では、林床へのバイオチャー散布が、表層土壌 (有機物堆積層) の構造と機能 に与える影響を評価した。その結果、バイオチャーは有機物堆積層の物理・化学・生物構造を大きく改変し、リターの分解速度を上昇させた。これは、バイオチャーとして投入された炭素量を数年で相殺すること、また分解にともない放出される栄養塩が林冠木の生産量を上昇させることを意味している。したがって、有機物堆積層の動態が森林生態系全体の炭素吸収・隔離能に大きな影響を与える重要な要素であることが明らかにされた。,基盤研究(C),小区分45040:生態学および環境学関連,バイオチャー,炭素隔離,森林生態系,物質循環,地球温暖化,有機物分解,土壌呼吸,温暖化,リター,微生物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06432,早稲田大学,中村 正久,日本列島の形成過程における両生類の移動経路の解明,日本国内195箇所で採集したツチガエルのミトコンドリア12S rRNA遺伝子の塩基配列を基に作成した分子系統樹から、ツチガエルは5つの地方集団に分けられることか判明した。また、九州のツチガエル（Glandirana rugosa）は全て西日本集団と考えられていたが、西日本集団とは系統的に異なり、新種と思われる集団で、ヒムカガエル（G. nakamurai）と命名した。更に、195箇所で採集したツチガエルのミトコンドリア12S rRNA遺伝子の塩基配列を基に時系列分子系統樹を作成して、日本列島形成過程における両生類(ツチガエル）の国内移動経路を明らかにした。,基盤研究(C),小区分45040:生態学および環境学関連,日本列島の形成,陸上小型歩行動物,ツチガエル,国内移動経路,時系列分子系統樹,ミトコンドリアDNA,12S rRNA遺伝子,古地理,系統解析,シーボルト,九州の新集団,標準産地,ミトコントンドリア遺伝子,地形変化,環境変化,陸上歩行小型動物,ミトコンドリア12S遺伝子,分子系統樹,両生類,移動経路,分子系統解析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06431,立教大学,上田 恵介,高山帯ガレ場に生息するヒバリ個体群の生活史適応と遺伝構造の解明,４年間の研究期間中にこれまで未調査であった中国山地から北陸にかけての高山である日本海側の白山と大山についてヒバリの生息状況の調査を行なった。その結果、白山については未生息、伯耆大山ではガレ場の急斜面での生息を確認し、公表した。また北海道におけるヒバリの生息状況について、分担研究者の白木がこれまでの生息状況をまとめて公表した)。これら２つの論文によって、これまで続けて来た研究に加え、ほぼ日本列島の山岳地帯におけるヒバリの生息状況の全体像を明らかにすることができた。同時に分担研究者の松井は北海道樽前山に調査地を設定し、ヒバリの生息地選好と食物としての吹上昆虫相の調査を行い、学会誌に公表した。,基盤研究(C),小区分45040:生態学および環境学関連,ヒバリ,高山,垂直分布,スコリア,火山,亜高山,極限環境,繁殖生態,高山環境,スコリア斜面,環境適応,ガレ場,スコリア地帯,貧栄養環境,吹上げ昆虫,行動特性,生息地,繁殖集団,遺伝構造,寒冷地適応,吹上昆虫,繁殖成功,生息分布,高山帯,吹き上げ昆虫,生活史,温暖化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06430,日本大学,中島 啓裕,「界」をまたがる資源競争―バクテリア・虫・鳥・獣の死肉をめぐる攻防,本研究では，脊椎動物の死体をモデルとして，非近縁分類群間の相互作用が死体の消失にどのような影響を与えているのかを明らかにした．具体的には，北海道八雲町の落葉広葉樹林において，有害駆除されたアライグマの死体を設置し，直接観察および自動撮影カメラによる観察を行い，死肉食性昆虫（とくにホホグロオビキンバエ）と微生物による死体の消費が，脊椎動物による死体発見までの時間や利用頻度に与える影響を定量的に評価した．この結果，ハエ幼虫による消費によって哺乳綱食肉目（アカギツネとタヌキ）による消費可能量が大きく制限されること，一方で，キンバエ幼虫の活動によって食肉目の死体発見が迅速化することが明らかとなった．,基盤研究(C),小区分45040:生態学および環境学関連,動物死体,自動撮影カメラ,スカベンジング,資源競争,生物間相互作用,分解,死肉性昆虫,食肉目,微生物,動物遺体,遷移,ハエ,種間相互作用,競争,昆虫,哺乳類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06429,東海大学,松井 晋,鳥類の卵表面を覆う脂質の定性・定量評価とその機能の解明,私達の研究室では、細菌などの微生物から胚を守る最初の防御機構となる鳥類の卵表面の撥水性や脂質による卵表面の被覆の機能を統合的に理解することをめざす研究に取り組んでいる。これまでにスズメ目鳥類（スズメPasser montanus、シジュウカラParus minor）を対象とした研究で、卵表面の撥水性は産卵期から抱卵期にかけて低下する傾向がみられることがわかってきた。また抗菌作用を持つことが知られている尾脂腺（鳥類の尾の付け根にある分泌腺）に由来と考えられる脂質を薄層クロマトグラフィーによって卵表面から検出することに成功し、卵表面を覆う脂質をSPV法で定量的に評価する方法を確立させた。,基盤研究(C),小区分45040:生態学および環境学関連,卵殻表面,鳥類,撥水性,尾脂腺,定量評価,卵表面の撥水性,産卵期,抱卵期,スズメ目鳥類,脂質の移行,脂質,繁殖ステージによる変化,卵殻表面構造,細菌感染,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K06428,兵庫県立大学,森光 由樹,絶滅を回避したツキノワグマ地域個体群の遺伝的多様性回復の研究,"近畿・中国地方に生息しているツキノワグマは,近畿北部地域個体群と東中国地域個体群,西中国地域個体群,紀伊半島地域個体群に分断され遺伝的多様性は低いことが,先行研究で報告されている.しかし,近年,分布拡大や個体数の増加にともない,近畿北部地域個体群と東中国地域個体群の境界は不明瞭になり,遺伝的多様性は上昇していた(日本哺乳類学会で報告,森光ほか2019年).過去1991年-2004年に捕獲された個体と2013年-2020年に捕獲された個体のヘテロ接合度を比較した結果では1991年-2004年東中国地域 個体群HE 0.471,近畿北部地域個体群HE 0.499であったが,2013年-2020年のヘテロ接合度は,東中国地域個体群HE 0.570近畿北部地域個体群HE 0.599であり,それ ぞれ遺伝的多様性は上昇していた.しかし,西中国地域個体群HE 0.573および紀伊半島地域個体群HE 0.55と変化は認められなかった. 昨年度に続き,上記4つの対象地域個体群において,MIG-seq法（Suyama and Matsuki, Scientific Reports 2015）により塩基多型を検出し得られたSNPマーカーを用いてSTRUCTURE解析と系統解析で集団遺伝構造を解析しこれまでのデータを補足した（n=530）.その結果,マイクロサテライト分析と同じく,対象地域個体群は,円山川と由良川で過去著しい分断があったことが観察された.系統解析では,紀伊半島個体群は近畿北部地域個体群と近い系統であることが観察された.",基盤研究(C),小区分45040:生態学および環境学関連,遺伝的多様性,個体数増加,分布拡大,ツキノワグマ,遺伝的交流,地域個体群,個体群構造,絶滅危惧個体群,マイクロサテライト,近畿,東中国,西中国,紀伊半島,常染色体マイクロサテライト,遺伝子交流,ミトコンドリアDNA,Y染色体遺伝子,遺伝的多様性回復,ミトコンドリア遺伝子,遺伝的多様性の回復,遺伝分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
