awardnumber,organization,name,title,abstract,section,review_section,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41,keyword42,keyword43,keyword44,keyword45,keyword46,keyword47,keyword48,keyword49,keyword50,keyword51,keyword52,keyword53,keyword54,keyword55,keyword56
18K05932,国立研究開発法人海洋研究開発機構,大田 ゆかり,リグニン変換スマート細菌の創製につなぐ細胞内レドックス動態の解明,エーテラーゼ酵素システムを有するNovosphingobiumのMBES04株のゲノムおよびトランスクリプトーム解析の結果，エーテラーゼ酵素システムの最終産物であるフェニルプロパノンモノマーによって強く誘導される遺伝子クラスターが発見された。このクラスターで最も強く誘導された遺伝子は，芳香族ジオキシゲナーゼ様遺伝子であり，併せて多剤耐性に関連する遺伝子も誘導された。本菌のエーテラーゼ酵素システムは，リグニンフラグメントのセンサーとしての機能であり，より効率的なエネルギー生産につながる生理的意義を持つと結論付けた。,基盤研究(C),小区分41050:環境農学関連,リグニン,グルタチオンS-転移酵素,エーテラーゼ,Novosphingobium,フェニルプロパノン,リグニンモデルダイマー,グルタチオン転移酵素,トランスクリプトーム,酸化還元酵素,海洋微生物,酵素,補酵素,レドックスバランス,接合伝達,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05931,福島県農業総合センター,三田村 敏正,東京電力福島第一原子力発電所事故後の水田生物：営農開始後の遷移実態の解明,福島第一原発事故により営農中断し除染後、営農再開した水田において、指標生物としてカエル類、トンボ類、水生昆虫、アシナガグモ類を調査した結果、アキアカネは再開２年目から羽化が確認され、水生昆虫は営農中断なしの水田よりも多くの種が生息していた。このことから、営農を中断し除染した水田においても、再開すれば生物多様性は保たれていることが明らかとなった。,基盤研究(C),小区分41050:環境農学関連,東京電力福島第一原子力発電所事故,営農中断,除染,営農再開,水田生物,生物多様性,赤とんぼ,カメラトラップ,東日本大震災,アカネ類,自動撮影装置,水生生物,トウキョウダルマガエル,東北地方太平洋沖地震,ダルマガエル類,水生昆虫,アシナガグモ類,原発事故,遷移実態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05930,鈴鹿工業高等専門学校,甲斐 穂高,魚類脳神経系に対するネオニコチノイド系農薬環境変化体の影響評価,ネオニコチノイド系農薬環境変化体（NN-PTPWs）は、親化合物と比較して、昆虫等のニコチン性アセチルコリン受容体に強い結合親和性を示すことが明らかにされており、魚類等の水生生物に対しても受容体を介して脳神経系へ影響する可能性がある。本研究課題では、ヒメダカ(Oryzias latipes)をモデル生物としてNN-PTPWsの胚脳神経系への影響を明らかにした。その結果、NN-PTPWsは親化合物と比較して胚の脳神経系への影響がより強いことが示唆された。また、脳神経系の中でも、視神経は胚の脳神経系で最も影響を受けやすいと考えられた。,基盤研究(C),小区分41050:環境農学関連,ネオニコチノイド系農薬,環境変化体,脳神経系,免疫染色,メダカ,ネオニコチノイド,ヒメダカ,発現変動遺伝子,毒性影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05929,明治大学,元木 悟,機能性成分や生育阻害活性の網羅的分析によるアスパラガス未利用部位の利用価値の創出,アスパラガスの未利用部位における有用成分資源としての利用の可能性を探るため、アスパラガスの植物体各部位を網羅的に分析し、ルチンやプロトディオシンなどの有用成分資源の分布を明らかにした。,基盤研究(C),小区分41050:環境農学関連,アスパラガス,未利用部位,機能性成分,生育阻害活性,ルチン,プロトディオシン,無機成分,バイオマス,露地栽培,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05928,東京電機大学,椎葉 究,竹バイオマスのバイオリファイナリーの基盤構築,世界で初めて竹から特別な薬品や溶媒を用いることなくソフトな方法（低コスト）で、様々な機能性を持つ成分の分離・調製する技術を開発した。これらを、環境面とコスト面からバイオリファイナリー（カスケード利用）方式で、生活用品や環境資材として利用することが考えられた。,基盤研究(C),小区分41050:環境農学関連,孟宗竹,ヘミセルロース,免疫賦活,コレステロール低下作用,抗酸化作用,バイオリファイナリー,バイオマス,竹,抗酸化性,コレステロール,腸内細菌,リグノヘミセルロース,抗酸化,減圧マイクロ波処理,クロマトグラフィー,LC/MS,バイリファイナリー,桂皮酸類,抗酸化能,NO産生,抗炎症性,免疫賦活作用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05927,鹿児島大学,赤木 功,土壌の還元化による有機態臭素の可溶化効果および水稲栽培下における臭素収支の解明,土壌中に存在する臭素は土壌有機物と結合した難水溶性の形態で存在すると考えられてきたが，還元的な土壌条件下において土壌臭素の一部は分解・可溶化（水溶化）することが本研究によって明らかとなった。土壌の還元化が進む水稲栽培においては，水田から1 平方メートルあたり350-370 mg程度の臭素が可溶化し，溶脱すると推定された。この水田から溶脱される臭素量は，陸上における主要な臭素供給源である大気からの沈着量の約20倍に相当し，そのインパクトは小さくないものと考えられる。,基盤研究(C),小区分41050:環境農学関連,臭素,土壌還元,可溶化（水溶化）,溶脱,水稲栽培,臭素収支,土壌中有機態臭素の可溶化,有機態臭素の可溶化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05926,広島大学,高橋 美佐,PIF4タンパク質制御による二酸化窒素センシング機構の解明,大気中二酸化窒素（10~50 ppb）はバイオマス蓄積の促進等栄養生長および花芽形成促進等生殖生長を正に制御する植物成長調節因子である。二酸化窒素のかかる調節機構の究明は植物生物学の基礎や新規学術領域の創成、また、環境無負荷、高収量の画期的農業生産技術の開拓の視点からも重要である。,基盤研究(C),小区分41050:環境農学関連,二酸化窒素,シロイヌナズナ,PIF4,胚軸伸長,環境応答,胚軸伸張,ChIP解析,バイオマス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05925,島根大学,佐藤 邦明,土壌の窒素浄化機能を極限にまで高める水質浄化用高機能土壌団粒の創製,土壌を利用した水質浄化法で最も重要なことは，いかに有効に汚水を土壌へ接触浸透させるかであると示されてきた。そこで，水質浄化用土壌団粒を作成し，土壌への汚水の接触を極限にまで高めようと考えた。本研究では，窒素除去プロセスである「硝化」および「脱窒」に特化した高機能土壌団粒を創製し，土壌の窒素浄化機能を極限にまで引き出すことを試みた。アンモニアや硝酸吸着能を有する資材を土壌に混合し，人工的に土壌団粒を作成することで，窒素浄化能を高めることが可能であった。また，資材や運転管理によって硝化や脱窒菌群などの微生物群集を制御できる可能性が示唆された。,基盤研究(C),小区分41050:環境農学関連,土壌式水質浄化,土壌団粒,硝化,脱窒,水質浄化,窒素浄化,硝酸,アンモニア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05924,和歌山大学,三瓶 由紀,持続可能な地域実現へむけた保育所での里山保全・資源循環事業の連携効果と行政の役割,本研究は近畿圏の都市近郊地域を対象に、里山保全事業と資源循環事業の連携運用による相乗的効果を把握すると共に、持続可能な地域づくりの実現における幼児教育の場の有効性を考察することを目的としていた。しかし新型コロナウイルスの感染拡大により現地調査が困難となり大幅な研究計画の変更が必要となった。2020年以降は、近畿圏の廃棄物施策における堆肥化の位置づけを明らかにするとともに、保育施設・教育施設における食品廃棄物に関する国内外の活動事例について文献調査を行い、食育・食農の面からみた給食残滓の堆肥化活動の特性を明らかにした。同時に、堺市での住民アンケートによる居住環境と環境行動の関係性を考察した。,基盤研究(C),小区分41050:環境農学関連,地域内資源循環,たい肥化,給食,環境教育,地域連携,生ごみ堆肥,地域資源循環,居住環境,里山資源,生ごみ,堆肥,里山,有機性廃棄物,保育園,里山保全,堆肥化,農地利用,資源循環,幼児環境教育,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K05923,山梨大学,乙黒 美彩,運動性乳酸菌の選択分離に向けた基盤構築とその応用：植物防除への新展開,乳酸菌のうち運動性を有する（以下、運動性乳酸菌）のはごく一部の菌群に限られる。分離が困難なこと、分布密度が低いことなどにより、運動性乳酸菌の産業利用は進んでいない。本研究ではこれらの菌群の選択分離法を構築し、環境中での分布を解析するとともに、運動性乳酸菌の新たな活用法として植物病害菌に対する抗菌活性を調査した。選択分離法として化学走性を利用した毛細管捕集法とマルチウェルプレート法を考案し、これらの方法を用いて、我が国においてはブドウ果汁中からの報告例のないL.nageliiを分離した。運動性乳酸菌の抗菌活性試験ではジャガイモ疫病菌に対して抗菌活性を有する菌株があることを明らかにした。,基盤研究(C),小区分41050:環境農学関連,運動性乳酸菌,分離,抗菌活性,fliG,マルチウェルプレート,走化性,ワイン醪,Lactobacillus,Lactobacillus nagellii,乳酸菌,運動性,選択分離,植物防除,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
