awardnumber,organization,name,title,abstract,section,review_section,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41,keyword42,keyword43,keyword44,keyword45,keyword46,keyword47,keyword48,keyword49,keyword50,keyword51,keyword52,keyword53,keyword54,keyword55,keyword56
18H01330,滋賀県立琵琶湖博物館,高橋 啓一,東アジアの古代湖「琵琶湖」の固有種成立過程の解明のための総合的研究,古地理班、植生史・古気候班、陸上大型動物班、水棲生物班の４つの班に別れ、古琵琶湖層群やそれ以降の地層や化石からの情報、琵琶湖の現生淡水生物や湖岸の植物などを中心に研究を行った。,基盤研究(B),小区分17050:地球生命科学関連,東アジア,古代湖,固有種,古琵琶湖層群,琵琶湖,古水系,分子系統学,成立過程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01329,国立研究開発法人産業技術総合研究所,板木 拓也,珪質微化石の殻に記録された海洋環境：同位体比および極微量元素の種レベル分析,珪藻や放散虫などの珪質微化石の殻に記録された酸素の同位体比や微量元素濃度等は、炭酸塩が保存されない海域あるいは時代の堆積物を用いた古環境研究の有望なツールとして期待されているが、その値が実際にどのような環境情報を示しているかは十分に明らかにされていない。本研究では、最新技術である微粒子の自動選別・集積装置と人工知能による微化石の自動分類技術との連携システムを開発し、単種の珪質微化石を大量に集積する方法を確立した。それによって、これまでに困難であった小型珪質微化石の単種での分析に道筋をつけた。,基盤研究(B),小区分17050:地球生命科学関連,古海洋,指標,珪質微化石,放散虫,同位体比,人工知能,ディープラーニング,微化石,古海洋学,マイクロマニピュレーター,微量分析,マイクロマニピュレーション,微小粒子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01328,国立研究開発法人理化学研究所,田上 俊輔,初期生命におけるRNA・タンパク質共進化プロセスの再現,本研究では，太古のペプチドどRNAの共進化を再現するために，単純なペプチドによるリボザイム活性への影響を調べた．その結果，KKVVVVVVのような単純なペプチドでも，自己集合・RNA濃縮・リボザイムの活性化という機能を示すことができたのは特筆すべき成果と言える．また，本研究ではRNAポリメラーゼの中心構造に保存されている太古のタンパク質構造を短いペプチドで再現する実験も行った．その結果わずか７種類のアミノ酸で，古代タンパク質を再現することに成功した．この７種類のアミノ酸は遺伝暗号上で固まった位置にコードされており，古代の遺伝暗号を再現するものであると推測された．,基盤研究(B),小区分17050:地球生命科学関連,生命の起原,RNAポリメラーゼ,ペプチド,RNA,生命の起源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01327,京都大学,江木 直子,古第三紀東南アジアの陸棲脊椎動物相：北半球動物相の変遷にどのように寄与したか？,東南アジアの古第三紀動物相では多くの固有な分類群が産出するが，アジアの典型的な産地であるモンゴル～内蒙古の化石記録に比べて軽視されてきた。本研究の目的は，東南アジアおよび南部中国の中部始新統～漸新統を中心に産出する陸棲脊椎動物について，産出分類群の記載や系統分類の再検討を行い，地理的・時間的分布と近縁群との系統関係から古生物地理学的過程を考察し，北半球の古第三紀動物相の中での東アジア南部の動物相の特徴を明らかにすることである。,基盤研究(B),小区分17050:地球生命科学関連,陸棲脊椎動物,古第三紀,東南アジア,生物地理,系統分類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01326,東京工業大学,ジルベルト アレキシー,Intramolecular isotope analysis of lipids as a novel biological and environmental proxy,代謝は複雑なシステムであり、炭素同位体（13Cと12C）、またはそれらの比率は、生物のフラックスと生理学的状態を記録することができます。 したがって、有機分子の安定同位体組成は、多くの分野で重要です。 特に脂質は、堆積性有機物として非常に長期間保存されるため、興味深いターゲットとなります。,基盤研究(B),小区分17050:地球生命科学関連,Lipids,Isotope,Biomarker,lipids,13C isotope,position-specific,Intramolecular,Biogeochemistry,13C pattern,Stable isotope,Environment,Fatty acids,Intramolecular isotope,Environmental proxy,Metabolic proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01325,東京工業大学,McGlynn Shawn・E.,Determining sulfur isotope fractionation values of individual enzymes and how they evolve through time.,地球上で最も古い生命の記録は化学的なものである。生物は原子を固有の比率で使用するからである。生物学的な同位体比を示す元素の一つが硫黄である。本研究では、太古の地球上にどのような生物が存在し、硫黄同位体比に痕跡を残したのかに注目した。その結果、古代の硫黄同位体比の大部分をAPSレダクターゼと呼ばれる1つの酵素（化学反応を非生物的な反応よりも迅速に起こす生物学的な触媒）が担っていることが明らかになった。さらに、酵素反応の前進速度と後退速度が利用可能なエネルギー量に依存することから、古代生物の栄養状態を理解できることもわかった。本研究は、生化学や生命と古代地球を統合するものである。,基盤研究(B),小区分17050:地球生命科学関連,enzyme mechanism,enzyme evolution,kinetic isotope effect,sulfate reduction,geobiology,microbial evolution,Earth-Life Science,geochemistry,sulfur isotopes,metabolic flux,energy metabolism,Earth history,history of life,enzyme kinetics,sequence evolution,Enzyme mechanism,Sulfate reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01324,東京大学,白井 厚太朗,長寿二枚貝ビノスガイの現生及び化石試料の成長線解析による数十年規模気候変動の復元,"ビノスガイの放射性炭素分析から岩手県沿岸の放射性炭素濃度の時系列変遷履歴を明らかにした．また，多くのビノスガイ死殻は2011年の津波により死亡したことを明らかにした．また，マルスダレガイ科二枚貝の南方種においても冬期に成長停滞が起こること，成長停滞の期間は加齢により長期化すること，などを明らかにした．酸素同位体ステージ5, 7, 9のビノスガイ化石標本を解析し，過去の温暖期についても100年以上の寿命を持つ個体がいたこと，現生試料で見られたような数十年周期の変動はそれほど明瞭には見られなかったこと，酸素同位体比は現生試料と比較して変動幅が小さかったこと，などを明らかにした．",基盤研究(B),小区分17050:地球生命科学関連,古環境復元,二枚貝,成長線解析,化石,長周期気候変動,成長線編年額,気候変動,ビノスガイ,安定同位体,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01323,東京大学,遠藤 一佳,貝殻らせん成長メカニズムの解明：進化発生古生物学創成に向けて,軟体動物の巻貝類において、CRISPR/Cas9によるゲノム編集を行うための基礎的技術を開発するとともに、貝殻のらせん成長を制御する遺伝的メカニズムに関する研究を行った。その結果、クサイロアオガイにおいてCRISPR/Cas9によるlophotrochin遺伝子のノックアウトに成功した。また、ヨーロッパモノアラガイの外套膜において左右で発現量に有意の違いがあり、貝殻の左右性に関与している可能性のある貝殻基質タンパク質遺伝子を複数同定した。さらに、ヨーロッパモノアラガイを含む淡水生巻貝において、シグナル伝達因子Wntが貝殻成長における貝殻の捩れの制御に関連した働きを持つことを明らかにした。,基盤研究(B),小区分17050:地球生命科学関連,進化発生学,バイオミネラリゼーション,形態形成,貝殻形成,貝殻基質タンパク質,軟体動物,プロテオーム,らせん成長,ゲノム編集,Wnt,進化,左右性,進化発生,表現型可塑性,DNAメチル化,水流実験,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H01322,北海道大学,沢田 健,有機分子古植生解析法の高精度化と北日本における過去500万年間の古植生変動の復元,国際深海掘削計画(IODP)で日本海北海道沖から掘削された海底堆積物コア(U1422およびU1423コア)において、陸上植物テルペノイドなどの植物バイオマーカーと花粉の分析を行った。その結果、U1423において過去約430万年間の長期の古植生変動を、U1422では過去約70万年間の数百年スケールの短周期の古植生変動を復元した。針葉樹由来ジテルぺノイドや広葉樹由来トリテルペノイドによる古植生変動が、氷期/間氷期スケールやさらに数百年スケールの寒暖の気候変動とよく同調することがわかり、これら有機分子と花粉による古植生解析から多角的に日本海北部におけるモンスーンに関連した気候システム変動を解明した。,基盤研究(B),小区分17050:地球生命科学関連,古植生解析,植物テルペノイド,バイオマーカー,日本海北海道沖,東アジアモンスーン,陸源物質輸送,長鎖アルキルジオール,分子内同位体分析,植物テルぺノイド,植物バイオマーカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19H02018,国立研究開発法人海洋研究開発機構,塚谷 祐介,長波長吸収型光合成への進化再現によるレッドエッジ変化の実験的検証,ハビタブル惑星の探査対象として赤色矮星まわりの惑星が注目されており、そこでのバイオマーカーの観測が期待されている。バイオマーカーの１つである“レッドエッジ”は、光合成生物が光波長を吸収することによって起こる反射スペクトルであるが、実際に光合成生物が利用し得る光波長やその進化と対応した詳細な検討はされてこなかったのが問題である。本研究では、可視光利用型光合成から近赤外光利用型光合成への進化を実験的に再現・検証することで、吸収利用する波長帯の変化がどのように且つどれだけ速やかに起こるのかを明らかにすることを目指す。,基盤研究(B),小区分17050:地球生命科学関連,色素生合成,光合成,バクテリオクロロフィル,バイオシグニチャー,クロロフィリド酸化還元酵素,レッドエッジ,近赤外光,光合成進化,酵素進化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
