awardnumber,organization,name,title,abstract,section,review_section,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41,keyword42,keyword43,keyword44,keyword45,keyword46,keyword47,keyword48,keyword49,keyword50,keyword51,keyword52,keyword53,keyword54,keyword55,keyword56
18H04156,国立研究開発法人海上・港湾・航空技術研究所,桑江 朝比呂,食物網構造とＣＯ２ガス交換のカップリングによる浅海域における炭素循環の統一的理解,浅海生態系では，水温，栄養塩濃度，光量などの外部環境が海草藻類や植物プランクトンといった一次生産者の現存量や生産速度を決定するとともに（ボトムアップ効果），植食動物による植食（トップダウン効果）にも強く影響を受ける．すなわち，大気－浅海生態系間のCO2ガス交換は，ボトムアップ効果とともに植食者を鍵とする食物網構造によっても決定づけられると考えられる．したがって本研究では，一次生産者の現存量と生産速度，そしてそそれらに影響を与える因子として植食動物に焦点を当て，現地調査と操作実験により食物網構造とCO2ガス交換過程の関連性を検討した．,基盤研究(A),中区分64:環境保全対策およびその関連分野,二酸化炭素,一次生産者,植食動物,生態系サービス,トップダウン効果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04155,国立研究開発法人産業技術総合研究所,本田 智則,HEMSデータに基づく共創的社会システム形成のための消費者インセンティブの解明,2050年までにカーボン・ニュートラル社会を実現するため、特に排出削減が難しい家庭部門の温室効果ガス排出削減のための手法開発を目指した研究を実施した。,基盤研究(A),中区分64:環境保全対策およびその関連分野,HEMS,スマートメーター,太陽光発電,異常検知,LCA,ビッグデータ,AI,深層学習,カーボンニュートラル,ライフスタイル,IDEA,敵対的生成学習,電力,実験経済学,意思決定,Deep Learning,機械学習,行動変容,ディープラーニング,インベントリデータベース,パリ協定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04154,国立研究開発法人森林研究・整備機構,尾崎 研一,保残伐の大規模実験による自然共生型森林管理技術の開発,保残伐の大規模実験の初期の成果から、単木保残では、ほとんどの生物群で広葉樹の保残量が大きいほど生物多様性保全効果が高い一方，群状保残の効果は生物群によって異なり、保残パッチが伐採の影響から逃れる一時的な避難場所として機能するものとしないものがあった。また、木材生産性に対する負の影響は10本/ha保残では無視できる範囲であったが、50本/ha保残以上で顕在化した。以上の成果から人工林で保残伐を実施する場合、単木保残では広葉樹を10本/ha以上、できれば50本/ha以上残すこと、群状保残と単木保残は組み合わせると効果的であることを提案した。,基盤研究(A),中区分64:環境保全対策およびその関連分野,保残伐,生物多様性,人工林,長期実験,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04153,立命館大学,中島 淳,循環型でしなやかな社会の構築を目指した自立型水再生循環・エネルギーシステム,東南アジアなど途上国の地域に見合った自立型の水再生循環とエネルギーマネジメントの実装に寄与するため、膜分離と紫外線照射に重点を置いた水再生循環に係る技術開発、電気自動車を活用させたオフグリッドの省・創・蓄エネルギー技術の最適化および仮想発電所構築に係る技術開発、ライフサイクルアセスメントによるインパクト評価を中心とした本システム導入可能性とその評価手法についての検討を行った。水再生循環に適用可能な多様な技術開発、および住宅の電源安定化の実大実証試験に基づいたシミュレーションツールの開発に大きな進展が得られ、さらに自立型水循環・エネルギーマネジメントシステム導入の可能性とその評価手法が示された。,基盤研究(A),中区分64:環境保全対策およびその関連分野,自立型水・エネルギーシステム,水再生循環,省・創・蓄エネルギー,循環型社会,レジリエンス社会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04152,九州大学,佐藤 宣子,九州北部豪雨による流木被害の要因と影響：森林環境政策の合意形成に向けて,本研究は平成29年7月九州北部豪雨を事例に土砂・流木災害の要因と影響を分析し、森林ゾーニング手法と復興課題を検証した。その結果、20年生以下の林分を起点として山腹崩壊した割合が高く、当地に多いスギ人工林を中心に流木化し、途中で流木が停止しうる地形が乏しかったことが流木流出量を増大させたことを指摘した。また、災害発生から5年間、被害箇所の植生と渓流環境の変化を定点観測し、花崗岩地質で回復が遅れるなど地質によって回復程度が異なること、完全な回復には更に年月を要することを指摘した。社会的には、災害を契機に集落の過疎化の進展がみられるが、景観や文化の再生や創出が災害復興過程に重要であることを示した。,基盤研究(A),中区分64:環境保全対策およびその関連分野,流木,平成29年7月九州北部豪雨,山腹崩壊,スギ,森林文化,合意形成,集落,災害復興,土砂・流木被害,天然更新,コミュニティ,ゾーニング,渓流,森林環境政策,文化,土砂・流木災害,市町村森林整備計画,森林ゾーニング,森林施業,減災,森林所有者,作業道,復興,流木被害,林業,斜面崩壊,林道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04151,広島大学,小野寺 真一,沿岸生態系と農地を相互保全する地域再循環システムに基づく流域型農業環境革新の展開,本研究では、持続可能な農業-沿岸環境の保全を実現する流域型水・栄養塩・土砂再利用システムを運用する地域社会システム（流域型農業環境革新）を構築することを目的とした。,基盤研究(A),中区分64:環境保全対策およびその関連分野,流域型農業環境革新,再循環システム,沿岸生態系,地下水,土砂,栄養塩,地域社会,経済,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04150,京都大学,大槻 勤,福島原子炉事故により放出された微粒子の環境移行を探るための化学形態の解明,複数の核種を含む放射性エアロゾルの成長・輸送機構の解明により福島第一原発の炉内に残留する放射性微粒子の挙動を推測するため、放射性微粒子の模擬生成実験や人工放射性エアロゾルの発生実験を行った。まず、環境中に放出された放射性微粒子の性状を調べるため、SEM-EDXを用いた分析と模擬微粒子の生成実験を行い、生成される微粒子の加熱温度依存性について検討を行った。また、中性子照射した二酸化ウランを用いて、核分裂生成物を含む人工の放射性溶液エアロゾル粒子の成長・輸送の模擬実験を行った。これらの実験より実際の原発炉内の状況を推測する手がかりを得た。,基盤研究(A),中区分64:環境保全対策およびその関連分野,原発事故,環境放射能,放射性微粒子,放射性エアロゾル,核分裂生成物,廃炉,原子力事故,放射性模擬微粒子,分析技術,エアロゾル,放射性物質,炉内微粒子,研究用原子炉,炉内事象,環境動態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04149,京都大学,石田 厚,世界自然遺産の小笠原の乾性低木林樹木の乾燥耐性の解明と温暖化影響下での森林保全,世界自然遺産サイトである小笠原の樹木を用いて研究を行い、種子の成り年、旱ばつ、台風による塩害、南根腐れ病など様々な要因による樹木の枯死が起こった。ここでは樹木枯死をひき起こす生理メカニズムの解明に挑み、「樹木枯死モデル」の提唱を行なった。このモデルでは、気孔閉鎖と光合成低下、篩部を介した根系への糖輸送阻害と根系衰退、それがさらに水吸収の低下をもたらし、光合成がさらに低下し貯蔵糖も低下するといった、負のスパイラルにより最終的には糖欠乏によって枯死するといった、生理過程を示した。すなわちここでは、最終的には糖欠乏で枯死する「糖欠乏仮説」をとなえるに至った。,基盤研究(A),中区分64:環境保全対策およびその関連分野,温暖化,乾燥,成り年,樹木枯死,通水欠損仮説,糖欠乏仮説,台風による塩害,南根腐れ病,世界自然遺,小笠原諸島,旱ばつ,台風,塩害,木部肥大成長,糖欠乏,木部キャビテーション,水ポテンシャル,世界自然遺産,樹木の乾燥枯死,樹木の台風塩害,降水量変動,小笠原,シマイスノキ,なり年,光合成,干ばつ,GIS,樹形構造,木部道管,樹木の乾燥耐性,乾燥化,,,,,,,,,,,,,,,,,,,,,,,,,
18H04148,東京農工大学,横山 正,土壌に強く固定された放射性Csを可溶化・除染する新規生物相関の探索と特性評価,福島県農地の放射性Cs（RCs）は年々雲母類に強く固定され、除染しづらくなっている。粘土に強固定されたRCsの可給化とそれを植物-微生物相互作用で除染する方法を試みた。その結果、土壌中のRCsの可溶化は、シュウ酸を分泌する担子菌やクエン酸を分泌する黒麹菌で可能であった。ただ、担子菌の場合はRCsを菌糸へ蓄積し植物への移行を激減させた。黒麹菌が可溶化したRCsはモンスターライスへ溜めることが可能であった。可給化したRCsは、モンスターライスのバイオマス増大に沿って蓄積が進み、これを加速化するには、イネ等の植物と共生する糸状菌が必要で、養分吸収を促進する糸状菌を探索し、複数の候補株を取得した。,基盤研究(A),中区分64:環境保全対策およびその関連分野,放射性Csの可給化,生物相関,除染,植物－微生物相互作用,黒麹菌,糸状菌,カリウム溶解菌,モンスターライス,放射性Csの可溶化,新規生物相関,担子菌,菌根菌,イネと共生する糸状菌,放射性Cs,黒麹菌・担子菌・菌根菌・カリウム溶解菌,クエン酸・有機酸,リン溶解菌,ブルーベリー園,酸性土の内生菌,放射性セシウム,植物-微生物相関,担子菌・黒麹菌・菌根菌,土壌固定Csの可溶化,可溶化・除染,担子菌・糸状菌,AM菌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18H04147,東京大学,醍醐 市朗,鉄鋼循環チェーンにおける不純物制御によるリサイクル高付加価値化,鉄鋼材中の不純物元素は、使用済み製品からの素材の不十分な選別の結果として混在する異物が不純物元素の主要な要因であることが明らかになった。それら不純物元素の日本における代表的な濃度分布を得ることに成功した。それら不純物元素の製鋼における制御、同じく組織形成における制御を可能にするための熱力学データや実験データを整備した。さらに、不純物元素が最終鋼材の特性に与える影響について現在の知見を集約した。これらの成果に基づき、材料設計のためのコンセプトであるPSPPは、材料リサイクルのシステム設計においても有用であり、Recovery（回収）を加えたR-PSPPのコンセプトを提案した。,基盤研究(A),中区分64:環境保全対策およびその関連分野,material flow analysis,トランプエレメント,鉄スクラップ,リサイクル促進,不純物元素,熱力学,鉄鋼材,循環型社会,MFA,循環性元素,合金元素,材料特性,建築解体,鉄リサイクル,産業エコロジー,循環元素,物質フロー分析,RRRDR,析出物,凝固偏析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
